"REFERENCE","SITE_ID","LAB","SURVEY","SURVEY_PASC","PROJECT_FWC","STATION_ID_FWC","GEAR_FWC","CONFIGURATION_FWC","YEAR","MONTH","DAY","STA_TIME_PASC","END_TIME_PASC","REGION_PASC","NMFS_STATZONE","LAT_DD","LON_DD","DEPTH","TEMP","SALINITY","DO_MgL","PRECIPITATION_FWC","OPCODE_PASC","OPCODE","SPACE_STRAT","HAB_STRAT","REEF_TYPE","REEF_TYPE_PC","SS_EXPECT","GEOFORM_CODE","GEOFORM_AREA","GEOFORM_PERIMETER","GEOFORM_DISTANCE","CAMERA_FWC","CAMERA_NBR","CAMERA_NAME_PC","CAMERA_SEQ_NBR_PC","READMETHOD_PASC","VIDEO_OPCODE_PASC","RELATIVE_VISIBILITY","PCT_HORIZON_VISIBLE","RELATIVE_CURRENT_1","RELATIVE_CURRENT_2","READ_START_TIME","READ_END_TIME","READ_TIME","HABITAT_ONLY","GENHAB","GENHAB2","STRUCTURAL_COMPLEXITY","BIOTIC_COMPLEXITY","HABITAT_COMPLEXITY","SUBSTRATE_MAX_RELIEF","BIOTA_MAX_RELIEF","COMBO_MAX_RELIEF","ARTI_PER","ROCK_PER","SED_PER","SHELLGRAVEL_PER","SILTSANDCLAY_PER","SUBSTRATE_PCT_TOTAL_PASC","ALGAE_PER","SGRASS_PER","HCORAL_PER","SCORAL_PER","SEAWHIPS_PER","SPONGE_PER","UNKSESS_PER","ATTACHED_EPIFAUNA_PER","RELIEF_PA","ARTI_PA","ROCK_PA","SILTSANDCLAY_PA","SHELLGRAVEL_PA","SED_PA","ALGAE_PA","SGRASS_PA","HCORAL_PA","SCORAL_PA","SEAWHIPS_PA","SPONGE_PA","UNKSESS_PA","ATTACHED_EPIFAUNA_PA","BIOTA_PCT_COMP_PASC","BIOTA_PCT_COVER","A","R","B","C","S","H","M","U","SUBSTRATE_TOTAL","AM","GM","CB","CC","CF","CM","HC","CG","SO","SB","SF","SM","SV","SP","MI","UN","NO","TOTAL_EPIFAUNA_PC","SEDAR_Y_N_PC"
"GMM20160602401",,"FWRI","FWRI",,"WM","06-115040","C","06",2016,6,,,,,6,28.4351,-84.070066,37,23.54,38.16,6.7,"N",,"AA","BBO","NLL","N",,1,"HB",1263.041,213.7131,-1.43854,"BB6",,,,,,6,,270,,,,20,,"LR",,,,,0.2,,,0,40,60,,,,21,0,3,0,,6,0,,1,0,1,,,1,1,0,1,0,,1,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160602501",,"FWRI","FWRI",,"WM","06-115030","C","06",2016,6,,,,,6,28.438216,-84.054916,37,23.53,36.39,6.9,"N",,"AA","BBO","NLM","N",,1,"HB",683.5258,181.3026,-1.525796,"AJ6",,,,,,6,,270,,,,20,,"LR",,,,,0,,,0,0,100,,,,0,0,0,0,,0,20,,0,0,0,,,1,0,0,0,0,,0,1,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160602601",,"FWRI","FWRI",,"WM","06-115026","C","06",2016,6,,,,,6,28.439333,-84.047283,36,,,,"N",,"AA","BBO","NLM","N",,1,"HB",115.7,42.10976,-1.023322,"AT6",,,,,,6,,90,,,,20,,"LD",,,,,0.2,,,0,30,70,,,,4,0,0,0,,32,4,,1,0,1,,,1,1,0,0,0,,1,1,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160602701",,"FWRI","FWRI",,"WM","06-138492","C","06",2016,6,,,,,6,28.5229,-83.7866,28,,,,"N",,"AA","BBO","NLL","N",,1,"HB",14226.67,1272.333,-3.334061,"AT6",,,,,,7,,90,,,,20,,"LR",,,,,0.1,,,0,0,100,,,,20,0,0,0,,12,8,,1,0,0,,,1,1,0,0,0,,1,1,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160602801",,"FWRI","FWRI",,"WM","06-138490","C","06",2016,6,,,,,6,28.523583,-83.7847,29,24.23,36.36,7.09,"N",,"AA","BBO","NLL","N",,1,"HB",14226.67,1272.333,0.271252,"AJ6",,,,,,6,,270,,,,20,,"LR",,,,,0,,,0,10,90,,,,40,0,0,0,,5,5,,0,0,1,,,1,1,0,0,0,,1,1,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160602901",,"FWRI","FWRI",,"WM","06-134292","C","06",2016,6,,,,,6,28.50665,-83.763016,28,24.33,37.76,6.99,"N",,"AA","BBO","NLM","N",,1,"HB",460.8188,88.56415,-6.020731,"AM6",,,,,,5,,180,,,,20,,"LR",,,,,0,,,0,20,80,,,,24,0,0,0,,8,8,,0,0,1,,,1,1,0,0,0,,1,1,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160603001",,"FWRI","FWRI",,"WM","06-127198","C","06",2016,6,,,,,6,28.481266,-83.539033,23,26.44,37.65,6.77,"N",,"AA","BBO","NLM","N",,1,"HB",136.7377,43.71084,-1.862949,"AM6",,,,,,6,,90,,,,20,,"LR",,,,,0,,,0,10,90,,,,1,0,0,0,,3,6,,0,0,1,,,1,1,0,0,0,,1,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160603101",,"FWRI","FWRI",,"WM","06-118793","C","06",2016,6,,,,,6,28.4519,-83.404883,20,27.99,37.45,6.39,"N",,"AA","BBN","NLM","N",,1,"HB",253.0399,59.58956,-3.198031,"AM6",,,,,,7,,90,,,,20,,"LR",,,,,0,,,0,0,100,,,,36,0,4,0,,0,0,,0,0,0,,,1,1,0,1,0,,0,0,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160603201",,"FWRI","FWRI",,"WM","06-118792","C","06",2016,6,,,,,6,28.451916,-83.404333,19,28.01,36.12,6.56,"N",,"AA","BBN","NLM","N",,1,"HB",485.5809,93.37138,-0.70536,"AL6",,,,,,7,,0,,,,20,,"LR",,,,,0.4,,,0,0,100,,,,56,0,8,0,,16,0,,1,0,0,,,1,1,0,1,0,,1,0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160603301",,"FWRI","FWRI",,"NAr","06-012470","C","06",2016,6,,,,,6,28.0502,-83.012733,11,,,,"N",,"AA","BBN","AML","A",,1,"UR",184.219,77.65559,-2.307485,"AM6",,,,,,5,,,,,,20,,"AP",,,,,2,,,30,10,60,,,,0,0,0,3,,0,27,,1,1,1,,,1,0,0,0,1,,0,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160603401",,"FWRI","FWRI",,"NAr","06-009975","C","06",2016,6,,,,,6,28.044016,-83.012183,11,29.45,37.58,5.85,"N",,"AA","BBN","XXX",,,1,"UR",36.27123,24.81176,2.742381,"AL6",,,,,,6,,90,,,,20,,"AU",,,,,1,,,20,0,80,,,,10,0,0,0,,0,0,,1,1,0,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160700101",,"FWRI","FWRI",,"NAr","05-134466","C","06",2016,7,,,,,5,27.536766,-82.8771,10,29.1,36.8,6.37,"N",,"MS","BBN","AML","A",,1,"CM",69755.35,3941.2,-3.575395,"AG6",,,,,,5,,270,,,,20,,"FB",,,,,0.2,,,0,20,80,,,,21,0,0,0,,9,0,,1,0,1,,,1,1,0,0,0,,1,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160700102",,"FWRI","FWRI",,"NAr","05-134466","C","06",2016,7,,,,,5,27.537666,-82.876966,10,29.06,37.43,6.35,"N",,"AA","BBN","AML","A",,1,"CM",69755.35,3941.2,-10.572206,"BB6",,,,,,7,,,,,,20,,"BF",,,,,0.5,,,0,30,70,,,,30,0,0,0,,0,0,,1,0,1,,,1,1,0,0,0,,0,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160700201",,"FWRI","FWRI",,"WM","05-110809","C","06",2016,7,,,,,5,27.438283,-82.854533,10,28.17,37.54,6.79,"N",,"AA","BBN","NLM","N",,1,"HB",707.0556,132.5334,0.527584,"BB6",,,,,,7,,0,,,,20,,"LR",,,,,0,,,0,0,100,,,,40,0,0,16,,24,0,,0,0,0,,,1,1,0,0,1,,1,0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160700301",,"FWRI","FWRI",,"WM","05-110807","C","06",2016,7,,,,,5,27.4352,-82.850033,10,28.27,36.97,6.95,"N",,"AA","BBN","NLM","N",,1,"HB",532.6138,148.1328,-0.49333,"AB6",,,,,,7,,90,,,,20,,"LR",,,,,0.1,,,0,20,80,,,,16,0,0,0,,40,24,,1,0,1,,,1,1,0,0,0,,1,1,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160700401",,"FWRI","FWRI",,"WM","05-038182","C","06",2016,7,,,,,5,27.14635,-83.112783,34,25.2,37.33,7.1,"N",,"AA","BBO","NLS","N",,1,"HB",96.67107,39.62093,-1.501851,"AB6",,,,,,5,,180,,,,20,,"LR",,,,,0,,,0,0,100,,,,6,0,0,0,,24,0,,0,0,0,,,1,1,0,0,0,,1,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160700501",,"FWRI","FWRI",,"WM","05-038184","C","06",2016,7,,,,,5,27.14575,-83.115083,32,25.17,37.59,7.11,"N",,"AA","BBO","NLS","N",,1,"HB",92.79755,37.44011,2.322203,"BB6",,,,,,5,,270,,,,20,,"LR",,,,,0,,,0,0,100,,,,20,0,0,0,,0,0,,0,0,0,,,1,1,0,0,0,,0,0,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160700601",,"FWRI","FWRI",,"WM","05-017648","C","06",2016,7,,,,,5,27.067633,-83.4979,49,22.1,37.39,6.16,"N",,"AA","BBD","NLM","N",,1,"HB",572.5262,113.0496,-1.13802,"AH6",,,,,,5,,90,,,,20,,"LR",,,,,0,,,0,0,100,,,,30,0,0,6,,18,6,,0,0,0,,,1,1,0,0,1,,1,1,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160700701",,"FWRI","FWRI",,"WM","05-017654","C","06",2016,7,,,,,5,27.0678,-83.50655,49,22.08,37.39,6.19,"N",,"AA","BBD","NMS","N",,1,"PH",11.83422,12.24047,2.053811,"AB6",,,,,,6,,270,,,,20,,"PH",,,,,0,,,0,0,100,,,,0,0,0,0,,0,10,,0,0,0,,,1,0,0,0,0,,0,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160700801",,"FWRI","FWRI",,"WM","04-230214","C","06",2016,7,,,,,4,26.791583,-83.850533,77,19.65,37.36,4.39,"N",,"AA","SFD","NMM","N",,1,"PH",245.5959,55.75589,-2.141248,"AG6",,,,,,5,,90,,,,20,,"PH",,,,,1,,,0,0,100,,,,7,0,0,1,,2,0,,1,0,0,,,1,1,0,0,1,,1,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160700901",,"FWRI","FWRI",,"WM","04-230212","C","06",2016,7,,,,,4,26.790866,-83.847766,77,19.64,38.04,4.39,"N",,"AA","SFD","NMM","N",,1,"PH",510.0494,87.65263,-5.021731,"AH6",,,,,,6,,90,,,,20,,"LR",,,,,0,,,0,0,100,,,,49,0,0,0,,21,0,,0,0,0,,,1,1,0,0,0,,1,0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160701001",,"FWRI","FWRI",,"WM","04-224629","C","06",2016,7,,,,,4,26.77455,-83.696166,64,20.46,38.15,4.86,"N",,"AA","SFD","NLS","N",,1,"HB",42.86847,24.30136,1.2388,"AH6",,,,,,4,,270,,,,20,,"NV",,,,,0,,,0,0,100,,,,100,0,0,0,,0,0,,0,0,0,,,1,1,0,0,0,,0,0,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160701101",,"FWRI","FWRI",,"WM","04-224623","C","06",2016,7,,,,,4,26.774966,-83.686416,63,20.5,37.35,4.94,"N",,"AA","SFD","NMS","N",,1,"PH",9.773157,12.90743,1.834954,"AG6",,,,,,5,,270,,,,20,,"LR",,,,,0,,,0,0,100,,,,10,0,0,0,,0,0,,0,0,0,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160701201",,"FWRI","FWRI",,"WM","04-214812","C","06",2016,7,,,,,4,26.73695,-83.385316,52,21.7,37.32,5.57,"N",,"AA","SFD","NLL","N",,1,"HB",5995.178,492.7979,0.816382,"AG6",,,,,,4,,90,,,,20,,"NV",,,,,0,,,0,0,100,,,,0,0,0,0,,0,0,,0,0,0,,,1,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160701301",,"FWRI","FWRI",,"WM","04-214808","C","06",2016,7,,,,,4,26.739816,-83.378483,51,21.71,38.49,5.53,"N",,"AA","SFD","NLL","N",,1,"HB",1243.339,158.0753,-5.589744,"BB6",,,,,,5,,90,,,,20,,"LR",,,,,0.1,,,0,10,90,,,,1,0,0,0,,9,0,,1,0,1,,,1,1,0,0,0,,1,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160701401",,"FWRI","FWRI",,"WM","04-167028","C","06",2016,7,,,,,4,26.561733,-83.22495,46,22.84,37.92,6.55,"N",,"AA","SFO","NLM","N",,1,"HB",891.3176,138.2929,0.19626,"BB6",,,,,,6,,270,,,,20,,"LR",,,,,0,,,0,0,100,,,,28,0,0,12,,0,0,,0,0,0,,,1,1,0,0,1,,0,0,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160701501",,"FWRI","FWRI",,"WM","04-167025","C","06",2016,7,,,,,4,26.563483,-83.221483,46,22.87,37.28,6.58,"N",,"AA","SFO","NLL","N",,1,"HB",1018.64,217.8143,-4.691806,"AG6",,,,,,6,,90,,,,20,,"LR",,,,,0.1,,,0,10,90,,,,30,0,0,0,,0,0,,1,0,1,,,1,1,0,0,0,,0,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160701601",,"FWRI","FWRI",,"WM","04-172353","C","06",2016,7,,,,,4,26.583166,-83.137016,42,23.25,37.28,6.73,"N",,"AA","SFO","NLM","N",,1,"HB",477.176,90.71065,1.930905,"AG6",,,,,,6,,90,,,,20,,"NV",,,,,0,,,0,0,100,,,,0,0,0,0,,0,0,,0,0,0,,,1,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160701701",,"FWRI","FWRI",,"WM","04-172345","C","06",2016,7,,,,,4,26.58155,-83.123666,46,23.32,38.09,6.74,"N",,"AA","SFO","NLL","N",,1,"HB",3422.822,436.9409,-1.69887,"BB6",,,,,,5,,90,,,,20,,"LR",,,,,0,,,0,0,100,,,,30,0,0,0,,0,0,,0,0,0,,,1,1,0,0,0,,0,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160701801",,"FWRI","FWRI",,"WM","04-173605","C","06",2016,7,,,,,4,26.588883,-82.986916,36,24.46,37.75,7.1,"N",,"AA","SFO","NLM","N",,1,"HB",630.6577,110.0711,-6.153767,"BB6",,,,,,6,,270,,,,20,,"LR",,,,,0,,,0,10,90,,,,20,0,0,0,,0,0,,0,0,1,,,1,1,0,0,0,,0,0,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160701901",,"FWRI","FWRI",,"WM","04-173607","C","06",2016,7,,,,,4,26.58795,-82.990566,36,24.41,37.26,7.08,"N",,"AA","SFO","NLM","N",,1,"HB",140.1847,69.17973,-2.242287,"AG6",,,,,,4,,90,,,,20,,"NV",,,,,0.1,,,0,20,80,,,,0,0,0,0,,0,0,,1,0,1,,,1,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160702001",,"FWRI","FWRI",,"WM","04-184366","C","06",2016,7,,,,,4,26.625133,-82.992933,37,24.64,37.18,7.12,"N",,"AA","SFO","NLM","N",,1,"MB",395.6204,108.064,0.479142,"AG6",,,,,,6,,90,,,,20,,"LR",,,,,0,,,0,0,100,,,,35,0,0,0,,15,0,,0,0,0,,,1,1,0,0,0,,1,0,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160702101",,"FWRI","FWRI",,"WM","04-184370","C","06",2016,7,,,,,4,26.628666,-82.998233,37,24.58,37.91,7.11,"N",,"AA","SFO","NLM","N",,1,"HB",751.8936,144.7545,-2.8195,"AH6",,,,,,5,,270,,,,20,,"LR",,,,,0,,,0,20,80,,,,8,0,0,0,,12,0,,0,0,1,,,1,1,0,0,0,,1,0,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160702201",,"FWRI","FWRI",,"WM","04-220154","C","06",2016,7,,,,,4,26.755116,-83.113633,39,23.42,37.88,6.58,"N",,"AA","SFO","NLL","N",,1,"HB",1354.619,196.0123,-1.065414,"BB6",,,,,,6,,0,,,,20,,"LR",,,,,0.1,,,0,20,80,,,,27,0,0,0,,3,0,,1,0,1,,,1,1,0,0,0,,1,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160702202",,"FWRI","FWRI",,"WM","04-220154","C","06",2016,7,,,,,4,26.759,-83.113366,39,23.44,37.24,6.6,"N",,"AA","SFO","NLS","N",,1,"HB",70.91129,30.72898,-1.075387,"AG6",,,,,,6,,90,,,,20,,"NV",,,,,0,,,0,0,100,,,,10,0,0,0,,0,0,,0,0,0,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160702301",,"FWRI","FWRI",,"WM","04-232462","C","06",2016,7,,,,,4,26.803816,-83.039233,37,24.14,37.2,6.97,"N",,"AA","SFO","NLM","N",,1,"HB",576.9535,144.2085,-4.100833,"AG6",,,,,,3,,0,,,,20,,"LR",,,,,0,,,0,20,80,,,,54,0,0,0,,6,0,,0,0,1,,,1,1,0,0,0,,1,0,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160702302",,"FWRI","FWRI",,"WM","04-232462","C","06",2016,7,,,,,4,26.804983,-83.039516,37,24.11,38.41,6.94,"N",,"AA","SFO","NLS","N",,1,"HB",17.64192,16.06892,-1.499935,"AH6",,,,,,6,,270,,,,20,,"LR",,,,,0,,,0,0,100,,,,64,0,0,0,,0,16,,0,0,0,,,1,1,0,0,0,,0,1,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160702401",,"FWRI","FWRI",,"WM","04-203441","C","06",2016,7,,,,,4,26.699633,-82.927766,33,24.45,37.67,7.4,"N",,"AA","SFO","NLL","N",,1,"MB",1259.948,248.5093,-6.379221,"BB6",,,,,,6,,180,,,,20,,"NV",,,,,0.1,,,0,0,100,,,,10,0,0,0,,0,0,,1,0,0,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160702501",,"FWRI","FWRI",,"WM","04-203444","C","06",2016,7,,,,,4,26.695066,-82.932233,33,24.5,37.15,7.4,"N",,"AA","SFO","NLM","N",,1,"HB",286.0902,64.80431,-1.174632,"AG6",,,,,,5,,180,,,,20,,"NV",,,,,0.1,,,0,0,100,,,,10,0,0,0,,0,0,,1,0,0,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160702601",,"FWRI","FWRI",,"WM","04-200490","C","06",2016,7,,,,,4,26.688133,-82.689483,22,26.26,37.16,7.51,"N",,"AA","SFO","NLL","N",,1,"HB",2142.274,337.5297,-5.238854,"AB6",,,,,,5,,90,,,,20,,"LR",,,,,0,,,0,0,100,,,,12,0,0,0,,16,12,,0,0,0,,,1,1,0,0,0,,1,1,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160702701",,"FWRI","FWRI",,"WM","04-200483","C","06",2016,7,,,,,4,26.688733,-82.677333,23,26.28,38.08,7.46,"N",,"AA","SFN","NLL","N",,1,"HB",1320.533,245.8886,-7.155764,"BB6",,,,,,5,,180,,,,20,,"LR",,,,,0,,,0,10,90,,,,0,0,0,0,,30,0,,0,0,1,,,1,0,0,0,0,,1,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160702801",,"FWRI","FWRI",,"WM","04-264801","C","06",2016,7,,,,,4,26.9245,-82.590583,16,26.46,37.64,7.62,"N",,"AA","SFN","NLM","N",,1,"HB",823.9361,198.1448,-0.798457,"BB6",,,,,,7,,90,,,,20,,"LR",,,,,0.3,,,0,30,70,,,,9,0,0,0,,12,9,,1,0,1,,,1,1,0,0,0,,1,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160702901",,"FWRI","FWRI",,"NAr","04-266135","C","06",2016,7,,,,,4,26.92775,-82.597266,16,26.39,37.2,7.63,"N",,"AA","SFN","ALS","A",,1,"TI",7.090781,9.451604,-0.791619,"AG6",,,,,,6,,90,,,,20,,"NV",,,,,0,,,0,0,100,,,,0,0,0,0,,0,0,,0,0,0,,,1,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160702902",,"FWRI","FWRI",,"NAr","04-266135","C","06",2016,7,,,,,4,26.928816,-82.596816,17,26.38,37.67,7.61,"N",,"AA","SFN","AMM","A",,1,"CM",28.46874,30.80078,-1.054796,"BB6",,,,,,6,,90,,,,20,,"AC",,,,,0.6,,,30,0,70,,,,0,0,0,0,,0,30,,1,1,0,,,1,0,0,0,0,,0,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160703001",,"FWRI","FWRI",,"NAr","04-267463","C","06",2016,7,,,,,4,26.930833,-82.598866,17,26.41,37.16,7.54,"N",,"OF","SFN","AMM","A",,1,"CM",25.74603,23.5341,-0.570989,"AB6",,,,,,5,,90,,,,20,,"BF",,,,,1,,,0,0,100,,,,3,0,27,0,,0,0,,1,0,0,,,1,1,0,1,0,,0,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160800101",,"FWRI","FWRI",,"WM","05-076591","C","06",2016,7,,,,,5,27.29725,-83.247583,35,24.47,37.25,7.07,"N",,"AA","BBO","NLS","N",,1,"HB",82.03625,36.39238,-1.601698,"AH6",,,,,,6,,0,,,,20,,"NV",,,,,0,,,0,0,100,,,,0,0,0,0,,0,0,,0,0,0,,,1,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160800102",,"FWRI","FWRI",,"WM","05-076591","C","06",2016,7,,,,,5,27.296,-83.247183,37,24.46,,7.01,"N",,"AA","BBO","NLS","N",,1,"HB",64.33292,29.12452,1.349194,"AJ6",,,,,,5,,90,,,,20,,"NV",,,,,0,,,0,0,100,,,,9,0,0,0,,0,1,,0,0,0,,,1,1,0,0,0,,0,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160800201",,"FWRI","FWRI",,"WM","04-281083","C","06",2016,7,,,,,4,26.98155,-83.306933,46,22.18,,6.06,"N",,"AA","SFO","NHM","N",,1,"BF",194.5575,63.86409,-1.286253,"AL6",,,,,,6,,270,,,,20,,"LD",,,,,0.5,,,0,50,50,,,,18,0,0,0,,0,12,,1,0,1,,,1,1,0,0,0,,0,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160800301",,"FWRI","FWRI",,"WM","04-274513","C","06",2016,7,,,,,4,26.959983,-83.328866,46,22.21,37.36,6.13,"N",,"AA","SFO","NLS","N",,1,"HB",18.00778,17.05824,-1.133639,"AH6",,,,,,6,,0,,,,20,,"LR",,,,,0,,,0,0,100,,,,8,0,0,0,,2,0,,0,0,0,,,1,1,0,0,0,,1,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160800401",,"FWRI","FWRI",,"WM","04-269211","C","06",2016,7,,,,,4,26.93975,-83.302616,45,22.3,37.35,6.09,"N",,"AA","SFO","NLL","N",,1,"HB",1001.037,290.9925,-3.039611,"AH6",,,,,,6,,,,,,20,,"NV",,,,,0,,,0,0,100,,,,0,0,0,0,,0,0,,0,0,0,,,1,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160800501",,"FWRI","FWRI",,"WM","04-266573","C","06",2016,7,,,,,4,26.928966,-83.327783,47,22.2,,6,"R",,"AA","SFO","NLM","N",,1,"HB",754.3771,211.9093,1.568022,"AJ6",,,,,,6,,90,,,,20,,"NV",,,,,0,,,0,0,100,,,,10,0,0,0,,0,0,,0,0,0,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160800502",,"FWRI","FWRI",,"WM","04-266573","C","06",2016,7,,,,,4,26.927066,-83.327983,47,22.12,37.44,6,"R",,"TR","SFO","NLL","N",,1,"HB",17960.3,1452.619,-0.449061,"AB6",,,,,,6,,180,,,,20,,"LR",,,,,0,,,0,0,100,,,,0,0,0,0,,0,30,,0,0,0,,,1,0,0,0,0,,0,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160800601",,"FWRI","FWRI",,"WM","04-249068","C","06",2016,7,,,,,4,26.864966,-83.316433,47,22.01,37.46,6.02,"N",,"AA","SFO","NLM","N",,1,"HB",326.707,98.354,-3.774819,"AB6",,,,,,7,,270,,,,20,,"LR",,,,,0,,,0,0,100,,,,5,0,0,0,,5,0,,0,0,0,,,1,1,0,0,0,,1,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160800602",,"FWRI","FWRI",,"WM","04-249068","C","06",2016,7,,,,,4,26.8627,-83.316383,46,22.11,37.35,6.11,"N",,"AA","SFO","NLM","N",,1,"HB",772.9531,115.0911,-3.790172,"AH6",,,,,,6,,0,,,,20,,"LR",,,,,0,,,0,0,100,,,,18,0,0,3,,0,9,,0,0,0,,,1,1,0,0,1,,0,1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160800701",,"FWRI","FWRI",,"WM","04-265352","C","06",2016,7,,,,,4,26.920083,-83.508566,54,21.05,37.35,5.25,"N",,"TR","SFD","NMS","N",,1,"FR",39.3493,26.08693,-1.723258,"AH6",,,,,,5,,0,,,,20,,"PH",,,,,0,,,0,0,100,,,,32,0,0,0,,8,0,,0,0,0,,,1,1,0,0,0,,1,0,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160800801",,"FWRI","FWRI",,"WM","04-265354","C","06",2016,7,,,,,4,26.920016,-83.51255,53,20.96,37.43,5.18,"N",,"AA","SFD","NLS","N",,1,"HB",23.57854,24.15022,-1.134362,"AB6",,,,,,4,,0,,,,20,,"LR",,,,,0,,,0,0,100,,,,10,0,0,0,,0,0,,0,0,0,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160800901",,"FWRI","FWRI",,"WM","04-270766","C","06",2016,7,,,,,4,26.94005,-83.688233,61,20.33,37.57,4.86,"N",,"TR","SFD","NLS","N",,1,"HB",60.74011,33.61628,-2.346573,"AB6",,,,,,6,,270,,,,20,,"NV",,,,,0,,,0,0,100,,,,10,0,0,0,,0,0,,0,0,0,,,1,1,0,0,0,,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GMM20160801001",,"FWRI","FWRI",,"WM","04-270773","C","06",2016,7,,,,,4,26.941416,-83.699783,62,20.29,,4.68,"N",,"TR","SFD","NLL","N",,1,"HB",1975.578,223.5328,-0.497888,"AL6",,,,,,5,,0,,,,20,,"NV",,,,,0,,,0,0,100,,,,0,0,0,0,,10,0,,0,0,0,,,1,0,0,0,0,,1,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
