# 1: Detection or Track-id,  2: Video or Image Identifier,  3: Unique Frame Identifier,  4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),  8: Detection or Length Confidence,  9: Target Length (0 or -1 if invalid),  10-11+: Repeated Species, Confidence Pairs or Attributes,
# Written on: Wed Mar 18 10:53:36 2026   by: write_object_track_set_viame_csv,,,,,,,,,,,
322,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001748.240906_rgb.jpg,5740,6151.01,5986.18,6251.89,6119.13,1,0,animal,1,
323,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001800.051223_rgb.jpg,5751,9878.32,5258.91,9990.04,5385.51,1,0,animal,1,
324,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001808.635098_rgb.jpg,5759,12113.3,843.264,12310.2,1080.96,1,0,false_positive,1,
325,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001837.579417_rgb.jpg,5786,7617.57,3190.67,7808.22,3491.13,1,0,false_positive,1,
326,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001845.078530_rgb.jpg,5793,6591.52,2894.44,6786.72,3064.44,1,0,animal,1,
327,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001845.078530_rgb.jpg,5793,5445.73,2495.91,5592.73,2726.99,1,0,animal,1,
328,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001847.221019_rgb.jpg,5795,8493.49,7644.14,8673.98,7883.46,1,0,false_positive,1,
329,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001920.514393_rgb.jpg,5826,4186.21,2999.46,4383.78,3179.35,1,0,false_positive,1,
330,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001921.588478_rgb.jpg,5827,7807.83,673.402,8044.74,951.224,1,0,false_positive,1,
331,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001922.662703_rgb.jpg,5828,7750.82,8387.71,7956.63,8673.62,1,0,false_positive,1,
332,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001935.550606_rgb.jpg,5840,8430.45,4002.76,8632.27,4227.21,1,0,false_positive,1,
333,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001936.626075_rgb.jpg,5841,7867.6,2426.63,8060.31,2691.06,1,0,false_positive,1,
334,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001937.701641_rgb.jpg,5842,7651.8,10098.3,7865.93,10401,1,0,off_frame,1,
335,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001939.852952_rgb.jpg,5844,10534.3,4338.96,10742,4645.88,1,0,false_positive,1,
336,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001942.004024_rgb.jpg,5846,9913.71,2732.69,10127.3,3011.07,1,0,false_positive,1,
337,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001943.079570_rgb.jpg,5847,5394.29,5509.15,5610.54,5713.85,1,0,false_positive,1,
338,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001944.155380_rgb.jpg,5848,4478.71,4639.8,4676.65,4964.16,1,0,false_positive,1,
339,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002000.287841_rgb.jpg,5863,7114.52,6366.99,7294.62,6560.99,1,0,false_positive,1,
340,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002000.287841_rgb.jpg,5863,3692.09,2588.04,3892.44,2794.59,1,0,false_positive,1,
341,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002001.367146_rgb.jpg,5864,10506.1,1922.78,10753.3,2184.92,1,0,false_positive,1,
342,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002013.196383_rgb.jpg,5875,11834.8,3565.79,12081.2,3822.12,1,0,false_positive,1,
343,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002015.355658_rgb.jpg,5877,6049.88,7627.71,6260.53,7904.4,1,0,false_positive,1,
344,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002015.355658_rgb.jpg,5877,6082.97,7692.27,6291.46,7992,1,0,false_positive,1,
345,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002035.835503_rgb.jpg,5896,1717.88,8623.95,1968.63,8866.34,1,0,false_positive,1,
346,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002036.913049_rgb.jpg,5897,4568.03,8068.17,4771.28,8357.04,1,0,false_positive,1,
347,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002042.307982_rgb.jpg,5902,4096,8200.65,4307.33,8472.83,1,0,false_positive,1,
348,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002154.313059_rgb.jpg,5906,3364.33,8276.1,3554.31,8483.84,1,0,false_positive,1,
349,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002206.123631_rgb.jpg,5917,3894.17,5506.37,4216.31,5724.7,1,0,false_positive,1,
350,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002209.347335_rgb.jpg,5920,10607.3,3525.67,10796.8,3726.67,1,0,animal,1,
351,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002209.347335_rgb.jpg,5920,10331.3,2878.28,10505.3,3072.75,1,0,animal,1,
352,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002210.422460_rgb.jpg,5921,9938.32,10172.3,10137,10362.5,1,0,off_frame,1,(note) animal likely (same as previous detection)
353,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002212.573153_rgb.jpg,5923,7384.28,2004.65,7552.95,2213.4,1,0,false_positive,1,
354,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002224.398607_rgb.jpg,5934,9138.42,3114.3,9345.37,3326.07,1,0,false_positive,1,
355,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002227.624829_rgb.jpg,5937,2934.07,2128.59,3113.63,2318.87,1,0,false_positive,1,
356,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002229.775022_rgb.jpg,5939,3874.17,1920.17,4098.07,2207.37,1,0,false_positive,1,
357,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002230.850388_rgb.jpg,5940,5464.49,6297.13,5708.1,6549.36,1,0,false_positive,1,
358,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002233.003000_rgb.jpg,5942,3076.77,8093.16,3275.65,8345.1,1,0,false_positive,1,
359,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002235.155715_rgb.jpg,5944,8631.73,8582.94,8845.58,8775.27,1,0,false_positive,1,
360,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002238.384315_rgb.jpg,5947,10765.2,2405.22,10984.9,2651.4,1,0,false_positive,1,
361,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002239.459300_rgb.jpg,5948,11311.4,9596.2,11592.7,9834.5,1,0,off_frame,1,
362,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002240.533710_rgb.jpg,5949,7047.42,3767.39,7245.25,4044.66,1,0,false_positive,1,
363,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002244.831037_rgb.jpg,5953,1472.32,4024.97,1680.07,4238.78,1,0,false_positive,1,
364,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002250.200531_rgb.jpg,5958,7726.21,4054.89,7904.92,4276.07,1,0,false_positive,1,
365,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002258.804646_rgb.jpg,5966,7452.99,2727.29,7665.18,2984.94,1,0,false_positive,1,
366,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002302.027827_rgb.jpg,5969,3510.22,7613.99,3734.54,7881.32,1,0,false_positive,1,
367,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002304.176076_rgb.jpg,5971,2581.37,806.834,2856.99,1040.52,1,0,false_positive,1,
368,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002306.324091_rgb.jpg,5973,11445.8,5828.93,11641.4,6057.63,1,0,false_positive,1,
369,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002321.363305_rgb.jpg,5987,6922.25,2583.38,7105.67,2802.45,1,0,false_positive,1,
370,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002349.286622_rgb.jpg,6013,3700.38,5466.27,3894.38,5705.43,1,0,false_positive,1,
371,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002349.286622_rgb.jpg,6013,3883.49,5780.15,4111.76,5983,1,0,false_positive,1,
372,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002349.286622_rgb.jpg,6013,3783.61,5737.57,4009.93,5958.74,1,0,false_positive,1,
373,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002408.658364_rgb.jpg,6031,5277.36,5994.82,5479.69,6291.58,1,0,false_positive,1,
374,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002411.875907_rgb.jpg,6034,7989.72,6870.18,8212.92,7153.31,1,0,false_positive,1,
375,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002516.622935_rgb.jpg,6094,5968.45,4261.23,6160.37,4465.19,1,0,false_positive,1,
376,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002525.287204_rgb.jpg,6102,9478.72,6874.08,9675.67,7096.01,1,0,false_positive,1,
377,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002526.371612_rgb.jpg,6103,2557.19,7499.22,2754.37,7730.87,1,0,false_positive,1,
378,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002541.515806_rgb.jpg,6117,7462.27,6238.4,7613.18,6404.34,1,0,false_positive,1,
379,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002622.549326_rgb.jpg,6155,6958.14,5239.09,7168.13,5571.46,1,0,false_positive,1,
380,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002623.627511_rgb.jpg,6156,1543.34,3457.92,1800.8,3647.38,1,0,false_positive,1,
381,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002623.627511_rgb.jpg,6156,1523.71,3442.35,1827.24,3673.18,1,0,false_positive,1,
382,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002635.472107_rgb.jpg,6167,2913.95,3256.89,3007.62,3367.79,1,0,animal,1,
383,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002645.154930_rgb.jpg,6176,4209.82,817.952,4447.17,1019.29,1,0,animal,1,
384,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002646.231235_rgb.jpg,6177,3921.19,9139.29,4156.82,9337.99,1,0,animal_duplicate,1,
385,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002715.145158_rgb.jpg,6204,6022.65,7865.04,6134.79,8009.35,1,0,animal,1,
386,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002716.212126_rgb.jpg,6205,3824.77,6482.15,4015.82,6669.29,1,0,false_positive,1,
387,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002853.914920_rgb.jpg,6297,1781.62,1087.3,1981.9,1345.11,1,0,false_positive,1,
388,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002854.973126_rgb.jpg,6298,1497.21,9690.51,1703.18,9932.44,1,0,off_frame,1,
389,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_002901.326626_rgb.jpg,6304,3735.31,5039.83,3891.64,5175.39,1,0,false_positive,1,
390,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_003147.008069_rgb.jpg,6460,8865.5,3875.9,9041.74,4073.23,1,0,false_positive,1,
391,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_003208.692826_rgb.jpg,6480,3373.31,5011.18,3549.04,5179.91,1,0,false_positive,1,
392,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_003211.951809_rgb.jpg,6483,12186.5,2271.82,12395.1,2444.18,1,0,false_positive,1,
393,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_003211.951809_rgb.jpg,6483,12256.3,2452.21,12525.2,2650.61,1,0,false_positive,1,
394,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_003213.038535_rgb.jpg,6484,11967.4,9419.91,12145.5,9597.83,1,0,false_positive,1,
395,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_003213.038535_rgb.jpg,6484,12049.8,9578.14,12290.1,9751.89,1,0,off_frame,1,
396,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_003213.038535_rgb.jpg,6484,11987.4,9367.21,12227.1,9587.12,1,0,false_positive,1,
397,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004416.956229_rgb.jpg,6689,5687.38,754.971,5881.31,1015.46,1,0,false_positive,1,
398,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004418.067338_rgb.jpg,6690,5865.54,8748.62,6052.66,9022.02,1,0,false_positive,1,
399,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004448.071129_rgb.jpg,6717,7970.66,7792,8226.84,8010.21,1,0,false_positive,1,
400,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004502.543842_rgb.jpg,6730,5211.19,3588.84,5420.87,3805.65,1,0,false_positive,1,
401,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004522.652609_rgb.jpg,6748,9792.84,5438.32,9925.88,5615.01,1,0,animal,1,
402,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004555.188097_rgb.jpg,6777,2721.6,5143.66,2912.44,5432.79,1,0,false_positive,1,
403,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004604.183754_rgb.jpg,6785,7625.68,6656.78,7803.19,6802.22,1,0,animal,1,
404,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004618.836306_rgb.jpg,6798,2995.07,7321.03,3305.66,7529.11,1,0,false_positive,1,
405,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004650.488887_rgb.jpg,6826,9146.28,4445.5,9416.33,4640.95,1,0,false_positive,1,
406,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004709.718873_rgb.jpg,6843,10779.6,2852.9,11070.8,3076.99,1,0,false_positive,1,
407,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004733.511082_rgb.jpg,6864,12100.9,2047.21,12324.4,2275.76,1,0,false_positive,1,
408,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004734.646171_rgb.jpg,6865,12176.7,9047.83,12412.6,9296.47,1,0,false_positive,1,
409,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004739.189718_rgb.jpg,6869,9775.34,3161.36,9989.08,3377.64,1,0,false_positive,1,
410,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004739.189718_rgb.jpg,6869,7017.38,6700.78,7217.19,6919.7,1,0,false_positive,1,
411,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004743.733167_rgb.jpg,6873,4836.97,1014.77,5042.68,1286.28,1,0,false_positive,1,
412,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004746.006663_rgb.jpg,6875,4178.79,4331.43,4392.01,4637.52,1,0,false_positive,1,
413,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004756.258248_rgb.jpg,6884,6532.58,1236.07,6756.12,1478.96,1,0,false_positive,1,
414,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004801.959167_rgb.jpg,6889,5075.95,7984.67,5303.67,8211.23,1,0,false_positive,1,
415,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004803.100152_rgb.jpg,6890,7040.88,2166.85,7250.7,2383.4,1,0,false_positive,1,
416,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004852.273267_rgb.jpg,6933,1651.38,1155.22,1752.5,1252.22,1,0,animal,1,
417,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004902.566975_rgb.jpg,6942,12650.2,4923.68,12912.5,5139.34,1,0,false_positive,1,
418,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004926.556786_rgb.jpg,6963,11090.3,3069.58,11245.9,3175.31,1,0,animal,1,
419,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_004959.608418_rgb.jpg,6992,7520.89,1322.74,7649.46,1476.74,1,0,animal,1,
420,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005000.748646_rgb.jpg,6993,7632.02,9134.83,7733.2,9270.92,1,0,animal_duplicate,1,
421,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005016.693526_rgb.jpg,7007,4274.13,1941.46,4483.01,2199.16,1,0,false_positive,1,
422,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005024.660823_rgb.jpg,7014,3909.83,789.331,4028.21,929.25,1,0,animal,1,
423,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005025.797425_rgb.jpg,7015,3957.66,9067.77,4073.85,9213.55,1,0,animal_duplicate,1,
424,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005025.797425_rgb.jpg,7015,902.137,5796.95,1111.74,6070.77,1,0,false_positive,1,
425,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005029.206548_rgb.jpg,7018,3689.15,2975.77,3881.68,3167.59,1,0,false_positive,1,
426,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005030.342617_rgb.jpg,7019,7537.56,3354.99,7834.6,3623.98,1,0,false_positive,1,
427,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005032.614834_rgb.jpg,7021,9424.79,6278.27,9637.59,6621.06,1,0,false_positive,1,
428,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005032.614834_rgb.jpg,7021,7235.83,5861.16,7426.8,6075.67,1,0,false_positive,1,
429,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_005033.750519_rgb.jpg,7022,781.209,1858.52,987.466,2112.46,1,0,false_positive,1,
