# 1: Detection or Track-id,2: Video or Image Identifier,3: Unique Frame Identifier,4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),8: Detection or Length Confidence,9: Target Length (0 or -1 if invalid),10-11+: Repeated Species,Confidence Pairs or Attributes,,,,
# metadata,fps: 1,"exported_by: ""dive:typescript""","exported_time: ""5/13/2026, 3:10:36 PM""",,,,,,,,,,,
291,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002230.850388_rgb.jpg,5939,4534,10264,4759,10367,1,-1,off_frame,1,,,,
292,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002231.925919_rgb.jpg,5940,10955,1286,11153,1562,1,-1,false_positive,1,,,,
293,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002239.459300_rgb.jpg,5947,2954,3794,3202,3994,1,-1,false_positive,1,,,,
294,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002241.607214_rgb.jpg,5949,12172,7532,12426,7830,1,-1,false_positive,1,,,,
295,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002243.753892_rgb.jpg,5951,6201,3392,6365,3638,1,-1,false_positive,1,,,,
296,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002325.661993_rgb.jpg,5990,4700,608,4935,840,1,-1,false_positive,1,,,,
297,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002326.736620_rgb.jpg,5991,4613,8230,4824,8435,1,-1,false_positive,1,,,,
298,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002342.835402_rgb.jpg,6006,11035,4834,11331,5135,1,-1,false_positive,1,,,,
299,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002351.437736_rgb.jpg,6014,8850,5446,9014,5596,1,-1,false_positive,1,,,,
300,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002351.437736_rgb.jpg,6014,9002,5366,9169,5509,1,-1,false_positive,1,,,,
301,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002505.796523_rgb.jpg,6083,11973,6688,12159,6879,1,-1,false_positive,1,,,,
302,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002505.796523_rgb.jpg,6083,8090,8664,8240,8830,1,-1,false_positive,1,,,,
303,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002510.125190_rgb.jpg,6087,7536,4254,7746,4450,1,-1,false_positive,1,,,,
304,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002625.784867_rgb.jpg,6157,6776,5064,7014,5255,1,-1,false_positive,1,,,,
305,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002629.019685_rgb.jpg,6160,3639,1632,3849,2049,1,-1,false_positive,1,,,,
306,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002630.096754_rgb.jpg,6161,3437,9087,3643,9483,1,-1,false_positive,1,,,,
307,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002631.172563_rgb.jpg,6162,1063,4639,1113,4711,1,-1,ringed_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence likely,
308,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002716.212126_rgb.jpg,6204,3552,7819,3584,7898,1,-1,ringed_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence likely,
309,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002812.612958_rgb.jpg,6257,9297,6424,9497,6657,1,-1,false_positive,1,,,,
310,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002828.518801_rgb.jpg,6272,9755,4832,9894,5021,1,-1,false_positive,1,,,,
311,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_002828.518801_rgb.jpg,6272,9900,3503,10016,3637,1,-1,dead_animal,1,,,(trk-atr) species_confidence positive,(trk-atr) flag interesting
312,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_003200.004193_rgb.jpg,6471,11651,1324,11872,1566,1,-1,false_positive,1,,,,
313,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004550.691484_rgb.jpg,6772,10367,7372,10577,7731,1,-1,false_positive,1,,,,
314,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004615.451462_rgb.jpg,6794,9727,3612,9936,3871,1,-1,false_positive,1,,,,
315,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004616.580049_rgb.jpg,6795,1635,4938,1838,5148,1,-1,false_positive,1,,,,
316,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004647.091645_rgb.jpg,6822,7869,8752,8059,8987,1,-1,false_positive,1,,,,
317,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004651.621033_rgb.jpg,6826,5792,7151,5978,7340,1,-1,false_positive,1,,,,
318,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004652.753065_rgb.jpg,6827,875,669,1050,819,1,-1,false_positive,1,,,,
319,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004653.884151_rgb.jpg,6828,1066,7654,1269,7898,1,-1,false_positive,1,,,,
320,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004658.407958_rgb.jpg,6832,3670,9335,3857,9730,1,-1,false_positive,1,,,,
321,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004714.250641_rgb.jpg,6846,6534,4437,6763,4830,1,-1,false_positive,1,,,,
322,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004715.382128_rgb.jpg,6847,4870,7398,5103,7659,1,-1,false_positive,1,,,,
323,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004716.513834_rgb.jpg,6848,11507,3278,11725,3533,1,-1,false_positive,1,,,,
324,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004721.041421_rgb.jpg,6852,7371,4512,7567,4789,1,-1,false_positive,1,,,,
325,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004722.173213_rgb.jpg,6853,5893,2007,6113,2283,1,-1,false_positive,1,,,,
326,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004730.105782_rgb.jpg,6860,6193,651,6281,714,1,-1,ringed_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence likely,
327,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004731.240907_rgb.jpg,6861,6390,8547,6477,8611,1,-1,ringed_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence likely,
328,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004732.375998_rgb.jpg,6862,9756,6410,9945,6623,1,-1,false_positive,1,,,,
329,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004732.375998_rgb.jpg,6862,4943,2276,5131,2514,1,-1,false_positive,1,,,,
330,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004733.511082_rgb.jpg,6863,5148,9930,5344,10174,1,-1,off_frame,1,,,,
331,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004744.869494_rgb.jpg,6873,771,5874,966,6094,1,-1,false_positive,1,,,,
332,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004747.143814_rgb.jpg,6875,4249,3517,4312,3581,1,-1,ringed_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,
333,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004748.287260_rgb.jpg,6876,1672,1635,1871,1853,1,-1,false_positive,1,,,,
334,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004749.425704_rgb.jpg,6877,6826,4363,7002,4549,1,-1,false_positive,1,,,,
335,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004753.979957_rgb.jpg,6881,10716,3193,10917,3392,1,-1,false_positive,1,,,,
336,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004759.678210_rgb.jpg,6886,1255,4372,1330,4412,1,-1,ringed_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,
337,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004825.951037_rgb.jpg,6909,2384,2531,2594,2752,1,-1,false_positive,1,,,,
338,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004827.094224_rgb.jpg,6910,2646,9821,2862,10055,1,-1,off_frame,1,,,,
339,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004843.112668_rgb.jpg,6924,6514,1855,6808,2072,1,-1,false_positive,1,,,,
340,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004847.693257_rgb.jpg,6928,8478,8502,8667,8746,1,-1,false_positive,1,,,,
341,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004851.127899_rgb.jpg,6931,620,1451,693,1609,1,-1,bearded_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,
342,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004852.273267_rgb.jpg,6932,794,8565,861,8717,1,-1,bearded_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,
343,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004855.705709_rgb.jpg,6935,8961,498,9216,632,1,-1,false_positive,1,,,,
344,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004911.712913_rgb.jpg,6949,9488,8201,9669,8466,1,-1,false_positive,1,,,,
345,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_004923.131604_rgb.jpg,6959,9503,4751,9569,4845,1,-1,ringed_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,
346,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005147.425189_rgb.jpg,7024,5673,4951,5842,5149,1,-1,false_positive,1,,,,
347,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005148.559298_rgb.jpg,7025,7945,7247,8110,7464,1,-1,false_positive,1,,,,
348,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005159.908512_rgb.jpg,7035,3256,2313,3456,2537,1,-1,false_positive,1,,,,
349,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005159.908512_rgb.jpg,7035,3229,2294,3473,2557,1,-1,false_positive,1,,,,
350,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005201.044280_rgb.jpg,7036,3434,9732,3608,9937,1,-1,off_frame,1,,,,
351,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005202.180725_rgb.jpg,7037,2681,1252,2877,1475,1,-1,false_positive,1,,,,
352,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005204.453856_rgb.jpg,7039,8538,10070,8711,10279,1,-1,off_frame,1,,,,
353,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005229.429198_rgb.jpg,7061,4371,1255,4617,1491,1,-1,false_positive,1,,,,
354,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005237.378232_rgb.jpg,7068,2835,2864,2896,2939,1,-1,ringed_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,
355,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005238.513139_rgb.jpg,7069,2912,10166,3106,10367,1,-1,off_frame,1,,,,
356,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005245.325160_rgb.jpg,7075,5944,1479,6139,1775,1,-1,false_positive,1,,,,
357,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005337.654834_rgb.jpg,7121,7082,7374,7282,7726,1,-1,false_positive,1,,,,
358,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005337.654834_rgb.jpg,7121,11939,6499,12120,6698,1,-1,false_positive,1,,,,
359,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005338.795762_rgb.jpg,7122,6080,560,6272,713,1,-1,false_positive,1,,,,
360,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005341.078797_rgb.jpg,7124,5028,9634,5262,9861,1,-1,off_frame,1,,,,
361,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005342.220807_rgb.jpg,7125,4729,6055,4930,6269,1,-1,false_positive,1,,,,
362,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005343.362392_rgb.jpg,7126,12299,3051,12482,3273,1,-1,false_positive,1,,,,
363,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005355.920631_rgb.jpg,7137,5685,5893,5873,6098,1,-1,false_positive,1,,,,
364,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005357.064378_rgb.jpg,7138,6395,1614,6601,1877,1,-1,false_positive,1,,,,
365,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005358.208307_rgb.jpg,7139,6451,9496,6683,9763,1,-1,off_frame,1,,,,
366,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_005411.942574_rgb.jpg,7151,5838,3328,6020,3613,1,-1,false_positive,1,,,,
367,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_225913.061676_rgb.jpg,1541,2088,1043,2124,1124,1,-1,ringed_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence likely,
368,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_231142.557590_rgb.jpg,2206,3878,2721,3920,2802,1,-1,ringed_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,
369,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_235011.745517_rgb.jpg,4255,10590,6042,10674,6093,1,-1,ringed_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence likely,
370,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250513_235341.102799_rgb.jpg,4390,7948,124,8025,295,1,-1,bearded_seal,1,(trk-atr) age_class nonpup,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,
371,\\akc0ss-n086\NMML_Polar_Imagery_4\Surveys_IceSeals_2025\fl223\images_30deg_N68RF\left_view\ice_seals_2025_fl223_L_20250514_001032.861668_rgb.jpg,5335,3466,4541,3597,4694,1,-1,polar_bear,1,(trk-atr) age_class noncub,(trk-atr) age_class_confidence positive,(trk-atr) species_confidence positive,
